category_list,funding_total_usd,country_code,funding_rounds,Num_of_investor,funding_duration,first_funding_at_UTC,last_funding_at_UTC,label
Education,80000.0,CHN,1,1,0,14518,14518,0
Energy|Engineering Firms|Oil,75000000.0,ARE,1,1,0,16302,16302,0
Biotechnology,80606.0,GBR,1,1,0,15169,15169,0
Software,3800000.0,USA,1,1,0,14040,14040,0
Financial Services|Price Comparison|Services,1262266.0,NGA,2,8,206,16466,16672,0
Hardware + Software,9980000.0,BEL,1,1,0,13027,13027,0
Databases|Digital Media|Facebook Applications|Graphics|Music|Video Streaming,53478.0,SVN,1,1,0,15400,15400,0
Clean Technology,16307200.0,NLD,2,3,1515,13987,15502,0
3D|Health Care|Medical|Medical Devices,31518531.0,USA,3,1,345,15475,15820,1
E-Commerce|Fashion|Shopping|Social Media|Video,6000000.0,USA,1,4,0,15629,15629,0
Enterprise Software,2000000.0,USA,1,6,0,14931,14931,0
Biotechnology,58519071.0,USA,2,3,601,15265,15866,0
Pharmaceuticals,24147784.844274398,CAN,2,11,313,12753,13066,1
Enterprise Software,26000000.0,USA,3,8,1248,12081,13329,1
Health Care,19328350.0,GBR,2,6,768,15314,16082,0
Local Based Services|News,15000000.0,USA,2,6,615,12843,13458,0
Games,25000000.0,USA,1,1,0,15882,15882,0
Software,377358.0,CAN,1,2,0,16051,16051,0
E-Commerce,5000000.0,UKR,1,1,0,15797,15797,0
Apps|Communities|Mobile,355114.0,RUS,2,1,0,16006,16006,0
Analytics|Big Data|CRM|Mobile|News|Sales and Marketing|Sales Automation|Software,5550000.0,USA,4,8,540,16146,16686,0
Mobile|Mobile Games|Photo Sharing,370000.0,USA,2,2,121,15736,15857,0
Analytics|Software,250000.0,USA,1,1,0,15706,15706,0
Education,14200000.0,IND,4,7,904,15834,16738,0
Real Estate,315000.0,DEU,1,2,0,14761,14761,0
Education,20700000.0,USA,4,7,1367,14047,15414,0
Security,12000000.0,CHN,1,3,0,12570,12570,0
Public Relations,20000000.0,USA,1,5,0,12366,12366,1
Health Care Information Technology,16500000.0,ISR,1,6,0,12045,12045,0
Analytics|Real Time|Search|Social Media|Twitter Applications,35200000.0,USA,6,14,1735,13879,15614,1
Curated Web,7500001.0,USA,2,2,557,14063,14620,0
Curated Web,900001.0,USA,1,3,0,15817,15817,1
Health Care,75699997.0,USA,6,9,3104,12962,16066,0
Automotive|Cloud Computing|Web Development|Web Hosting,584988.0,USA,1,1,0,15223,15223,1
Software,60000.0,CAN,1,2,0,12809,12809,0
Biotechnology,14743453.0,CAN,4,2,1401,14922,16323,0
Creative|Crowdsourcing|Design|Public Relations,251859.0,MEX,3,2,608,15614,16222,0
Manufacturing,14192160.0,DEU,2,3,798,14620,15418,0
Android|iPhone|Mobile|Web Development,300000.0,USA,2,1,170,15006,15176,0
Collaboration|Communications Infrastructure|Enterprise Software|Messaging,2250000.0,KOR,2,2,186,16384,16570,0
Enterprise Software,15000000.0,USA,1,3,0,15462,15462,0
News,16000000.0,USA,3,5,660,13573,14233,1
Apps|E-Books|Internet|Software,500000.0,ISR,1,1,0,15706,15706,0
Games,553238.0,GRC,1,1,0,15972,15972,0
Software|Virtual Worlds,11220000.0,FRA,2,7,1778,13279,15057,0
Lifestyle|News|Publishing|Social Network Media,1000000.0,GBR,1,1,0,14215,14215,0
Curated Web,150000.0,USA,1,1,0,13787,13787,0
Advertising|Analytics|Customer Service|SaaS,19300000.0,USA,3,6,1496,14610,16106,0
Mobile Commerce,1800000.0,USA,2,5,355,15959,16314,0
Babies|Discounts|E-Commerce|Kids|Parenting,29500000.0,USA,4,6,1104,14434,15538,0
Clean Technology,40000.0,USA,2,2,385,15939,16324,0
Biotechnology,9058042.76049378,GBR,3,4,616,14639,15255,0
Kids|Online Education|Tablets,534701.0,ESP,4,4,396,15826,16222,0
Data Centers|Networking|Unifed Communications,4999672.0,USA,1,1,0,15889,15889,0
Mobile|Mobile Commerce|Sales and Marketing,118000.0,USA,1,1,0,16388,16388,0
Software,10270293.0039867,USA,3,6,516,16023,16539,0
Analytics|E-Commerce,12750000.0,USA,2,5,253,13500,13753,0
Semiconductors,13150000.0,USA,1,4,0,13119,13119,1
Advertising,46672800.0,CHN,4,10,2010,13361,15371,0
Analytics|Application Platforms|Internet|Mobile,250000.0,HKG,1,1,0,15503,15503,0
Curated Web|Design|E-Commerce|Fashion|Furniture|Marketplaces,17000000.0,USA,3,8,1449,14791,16240,0
Contact Management|Mobile|Software,25000000.0,CHN,3,6,1569,14761,16330,0
App Marketing|Apps|App Stores,474586.650336803,USA,1,1,0,16265,16265,0
Enterprise Software|Real Time|Social Network Media|Telecommunications|VoIP,2000000.0,KOR,1,2,0,14245,14245,0
FreetoPlay Gaming|Gambling|Mobile Games|Social Games,1150000.0,ISR,3,3,638,15857,16495,0
Semiconductors,12000000.0,USA,1,2,0,15148,15148,1
Brand Marketing|Market Research|Technology|Video,12000000.0,USA,5,2,2193,14090,16283,0
Art|Creative|Design|Social Media,710000.0,IND,2,6,493,15737,16230,0
Advertising|Entertainment|Games|Music,45000000.0,USA,1,2,0,15203,15203,1
Android|Artificial Intelligence|iPhone|Mobile|Software,21591233.0,GBR,4,17,1078,14874,15952,0
Guides|Maps|Offline Businesses|Tourism|Travel|Travel & Tourism,475000.0,ESP,3,7,1009,14641,15650,1
Hotels|Online Travel|Social Media|Social Travel|Travel|Travel & Tourism,40000.0,IND,2,2,421,15561,15982,0
Bridging Online and Offline|Marketplaces|Mobile|Travel,1800000.0,USA,1,22,0,16548,16548,0
Marketplaces|Tourism|Travel,40000.0,USA,2,1,64,16252,16316,0
Advertising|E-Commerce|Search|Technology|Tourism|Travel,500000.0,AUT,3,8,694,15866,16560,0
Cloud Computing|Mobile|Mobile Devices|Software|Web Development,6662526.0,CAN,6,1,832,15162,15994,0
News|Video,24109500.0,USA,4,15,656,14958,15614,0
Software,19620000.0,USA,5,24,1388,15109,16497,0
Big Data|Data Centers|Networking,100000000.0,CHN,1,2,0,16224,16224,0
E-Commerce|Finance,93000.0,USA,2,2,275,14700,14975,0
Mobile,90000.0,USA,1,1,0,15706,15706,0
Enterprise Software,109046753.0,USA,4,22,1407,14536,15943,0
Mobile,300000000.0,IND,1,1,0,13910,13910,0
Finance|Financial Services|Insurance,322282099.0,GBR,1,1,0,15006,15006,0
Semiconductors,95000000.0,ISR,2,2,1589,14468,16057,1
Health and Insurance|Health Care|Medication Adherence|Pharmaceuticals,200000.0,USA,1,1,0,16512,16512,0
Educational Games|K-12 Education|Kids,25025.0,MEX,1,1,0,16010,16010,0
E-Commerce,3889364.0,USA,3,5,1095,14000,15095,1
Business Services|Collaboration|Communities|Local Businesses|Professional Networking|Social Media|Software,5260000.0,USA,1,2,0,16130,16130,0
Advertising|Apps|Events|Guides|Internet|Local|Local Based Services|Mobile|Restaurants|SaaS|Subscription Businesses|Web CMS,247436.0,USA,2,2,380,15156,15536,0
Photography|Video,11250000.0,CHN,1,3,0,13453,13453,0
Games,31200000.0,USA,3,11,1145,15268,16413,0
Enterprise Software,643300.0,FRA,1,4,0,15910,15910,0
Engineering Firms|Manufacturing|Telecommunications|Tracking,12543000.0,DNK,1,3,0,13432,13432,1
Clean Technology,48000000.0,USA,2,8,783,13798,14581,0
Biotechnology,12200000.0,GBR,1,1,0,14809,14809,0
Automotive|Fleet Management|Public Safety|Risk Management,484308.0,GBR,1,1,0,15686,15686,0
Advertising,31700000.0,USA,2,6,368,14371,14739,1
Games|Software,100000.0,CHL,1,1,0,15706,15706,0
Analytics,481837.0,GBR,2,4,531,14322,14853,0
Enterprise Software,40000.0,CHL,1,1,0,16051,16051,0
Development Platforms|Sports|Technology|Tracking,2690000.0,SWE,1,1,0,13033,13033,0
Hardware + Software|Tracking|Video Streaming,9500000.0,USA,2,4,211,16420,16631,0
Big Data|Gamification,1680000.0,GBR,2,4,1929,13599,15528,0
Software,2926842.0,GBR,2,2,0,16538,16538,0
Software,29359751.0,USA,4,5,875,15609,16484,0
Enterprise Software|Web Tools,5800000.0,USA,2,8,140,15281,15421,1
Apps|Curated Web|Mobile|Software,335747.0,ESP,1,1,0,15744,15744,0
Risk Management|Security,8000000.0,USA,1,1,0,13752,13752,0
Advertising|Email|SaaS|Sales and Marketing|Semantic Search|SEO|Software,5673200.0,DNK,3,3,2684,10957,13641,0
Legal,412000.0,GBR,1,1,0,13704,13704,0
B2B|Big Data|Government Innovation|Mobile|SaaS,1060000.0,USA,9,12,643,15735,16378,0
B2B|Business Services|Curated Web|Design|Enterprise Software|Information Technology|Project Management|Reviews and Recommendations|SaaS|Small and Medium Businesses|Subscription Service|Technology|Tracking|Web Design|Web Development,270320.0,LTU,2,3,260,15874,16134,0
Curated Web,11500000.0,USA,2,17,365,14061,14426,0
Consumer Internet|Curated Web|Email Marketing|Personalization|Price Comparison|Retail Technology,10190000.0,USA,4,8,795,15870,16665,0
Delivery|Software,120000.0,USA,1,1,0,16405,16405,0
Hardware + Software,33200492.0,USA,2,3,248,16055,16303,0
Analytics,21750000.0,USA,4,19,559,15854,16413,0
Music,88000.0,USA,2,18,61,15553,15614,0
E-Commerce|Fashion|Lifestyle,5699999.0,USA,2,7,391,16274,16665,0
Software,2500000.0,CAN,2,3,385,16162,16547,0
Application Platforms|Manufacturing|Mobile|Mobile Software Tools|Software,11384493.0,USA,5,12,2815,13691,16506,0
Software,1230000.0,ARG,1,2,0,13172,13172,0
Software,1500000.0,USA,2,1,97,15407,15504,0
Biotechnology,52040000.0,USA,4,6,2705,13630,16335,1
Analytics|Finance|Stock Exchanges,470000.0,USA,2,2,438,15765,16203,0
Business Services|Optimization|Professional Services,3299122.0,GBR,1,1,0,15125,15125,0
Billing|Cloud Computing|Enterprise Software|SaaS|Software|Subscription Businesses,47000000.0,USA,2,2,942,15431,16373,0
Marketplaces,120000.0,USA,1,1,0,16267,16267,0
Advertising|Brand Marketing,1500000.0,USA,2,7,253,16071,16324,0
Gps|Hardware + Software|Pets|Tracking,500000.0,AUT,2,1,182,15614,15796,0
Advertising|Analytics|Brand Marketing|Publishing|Social Commerce|Social CRM|Social Media Management|Social Media Monitoring,25900000.0,USA,3,6,1082,15386,16468,0
Analytics|Enterprise Software|SaaS,13500000.0,USA,2,3,52,16553,16605,0
Non-Tech,300000.0,USA,1,1,0,13384,13384,0
Advertising,18950000.0,USA,5,11,1476,14685,16161,0
Finance,18900000.0,ISR,2,4,1076,15371,16447,0
Enterprise Software,565000.0,GBR,1,1,0,13368,13368,0
Enterprise Software,45850000.0,USA,3,15,2316,12192,14508,1
Bitcoin|Financial Services,2800000.0,USA,1,8,0,16267,16267,0
Enterprise Software|SaaS|Supply Chain Management,54925050.0,USA,3,2,3773,12006,15779,1
Enterprise Software|Software|Supply Chain Management,7710000.0,SGP,4,8,1182,15364,16546,0
E-Commerce,40000.0,USA,1,1,0,15940,15940,0
All Markets|Fantasy Sports|Finance|Investment Management|Mobile|Simulation|Stock Exchanges|Trading,10464859.0,SGP,2,4,268,15706,15974,0
Finance,6000000.0,USA,1,3,0,13361,13361,0
Software,390000.0,IND,1,1,0,16558,16558,0
Software,3500000.0,USA,1,2,0,16197,16197,0
Advertising|Apps|Mobile|Sales and Marketing,15000000.0,DEU,1,3,0,15651,15651,0
Communities|E-Commerce|Marketplaces,327352.0,GRC,1,1,0,15714,15714,0
Software,9800000.0,USA,2,2,358,14257,14615,0
Software,7634742.0,USA,3,1,2248,13682,15930,0
Cloud Computing|Enterprise Software|Software,128999992.0,USA,4,7,1088,15110,16198,0
Brokers|FinTech|Investment Management|Risk Management|Trading,4562140.0,GBR,2,3,936,15419,16355,0
B2B|E-Commerce|Shipping|Social Commerce|Social Media|Trading|Wholesale,500000.0,CHN,3,3,809,15442,16251,0
E-Commerce|Fashion|Internet|Marketplaces|Retail,44500000.0,USA,3,20,825,15637,16462,0
Bitcoin|Finance Technology|Financial Services|Trading,100000.0,GBR,1,1,0,16314,16314,0
E-Commerce,1100000.0,USA,1,2,0,16104,16104,0
Finance|Finance Technology|Financial Services|FinTech,3100000.0,USA,1,1,0,16185,16185,0
Music,1289709.0,GBR,3,4,588,15908,16496,0
Software,4000000.0,USA,1,1,0,13634,13634,0
Finance|Internet|Software,4000000.0,USA,2,3,271,16415,16686,0
All Markets|Android|Business Services|Cloud Computing|Education|Finance|Internet|iPad|iPhone|Social Media|Stock Exchanges|Trading,3650000.0,USA,3,14,641,15991,16632,0
Clean Technology,200000000.0,USA,1,1,0,15182,15182,0
Technology,1000000.0,USA,1,3,0,16737,16737,0
Services|Shipping,251012.182220843,KOR,1,1,0,16671,16671,0
E-Commerce,2855800.0,DEU,1,2,0,14628,14628,1
Computers|Software|Technology,2000000.0,USA,1,1,0,11932,11932,1
E-Commerce,2600000.0,USA,1,1,0,14054,14054,0
E-Commerce|Sales and Marketing,100000.0,USA,1,1,0,14853,14853,0
Analytics,3750000.0,USA,2,5,386,13514,13900,0
Advertising|Internet|Services,2000000.0,USA,1,1,0,12437,12437,0
Games|Social Games,700000.0,USA,3,3,577,15340,15917,0
Advertising|Marketplaces|Media,18000000.0,USA,3,7,1434,13397,14831,0
Web Hosting,8400000.0,ISR,3,6,2093,13187,15280,1
Apps|Information Technology|Mobile|Public Transportation|Startups|Transportation|Travel|Travel & Tourism,7000000.0,GBR,2,5,582,15992,16574,0
Biotechnology,63259984.0,USA,5,10,3093,13587,16680,0
Finance|Financial Services|Risk Management,15000000.0,USA,1,4,0,13065,13065,1
Digital Entertainment|Mobile|Social Media,750000.0,USA,1,9,0,16149,16149,0
Education,155376.070217271,BGR,4,4,334,16314,16648,0
Analytics|Big Data|Curated Web|Reputation,4700000.0,USA,2,12,702,15552,16254,0
Analytics,1000000.0,USA,1,1,0,16029,16029,0
Analytics|Big Data Analytics|CRM|Customer Support Tools,150000.0,GBR,1,1,0,16167,16167,0
Big Data Analytics|Cloud Computing|Cloud Data Services|Embedded Hardware and Software|Innovation Engineering|Internet of Things|Location Based Services|Radical Breakthrough Startups|Smart Building|Social Innovation|Social Network Media|Wireless,16390.0,NLD,1,1,0,16529,16529,0
Cloud Data Services|Intellectual Property|Software,350000.0,USA,1,1,0,16307,16307,0
Hardware + Software,2627533.0,USA,5,4,1111,14838,15949,0
Manufacturing|Mobile|Sports,7500.0,USA,1,1,0,16205,16205,0
Apps|Finance|Services,40000.0,CHL,1,1,0,16222,16222,0
Advertising|Networking|Wireless,68536.0,ITA,1,1,0,16206,16206,0
Enterprise Software|Natural Language Processing|Search|Visualization,7658779.53398283,GBR,5,6,2618,12326,14944,0
Gift Card|Mobile,4250000.0,USA,2,4,464,14123,14587,0
Information Services|Tracking|Venture Capital,1361038.0,PRT,1,1,0,16219,16219,0
Software,36700000.0,USA,9,17,2758,13545,16303,1
Advertising,1200000.0,USA,1,5,0,14530,14530,0
Clean Technology,5463000.0,USA,3,6,985,15491,16476,0
Biotechnology,1500000.0,ISR,1,1,0,14165,14165,0
Biotechnology,1635240.0,ESP,1,2,0,15024,15024,0
Manufacturing,3000000.0,USA,1,1,0,15608,15608,0
Logistics|Public Transportation|Transportation,50000.0,HUN,1,1,0,15949,15949,0
Health Care,4156262.0,DEU,3,4,1353,14438,15791,0
Health Care,80000000.0,USA,4,17,2700,13462,16162,0
Biotechnology|Pharmaceuticals,40000000.0,USA,1,8,0,13580,13580,1
Software,3000000.0,USA,1,1,0,13500,13500,0
Design|Semiconductors|Sensors,19000000.0,ISR,1,5,0,12459,12459,0
iPhone|Software,1350000.0,USA,2,8,174,15475,15649,0
Biotechnology|Robotics,14370000.0,USA,5,17,813,15672,16485,0
Health Care,385891470.0,USA,10,8,2077,14524,16601,1
Analytics|Cloud Computing|SaaS|Software,37000000.0,USA,3,10,1303,13012,14315,0
Education,3500000.0,CHN,3,3,731,15309,16040,0
Credit|Mobile,3000000.0,USA,1,1,0,14531,14531,0
Cars|Collaborative Consumption|Enterprise Software|Marketplaces|Navigation|SaaS|Travel,611000.0,NZL,3,2,2649,13896,16545,0
Consumers|Finance|Financial Services|FinTech|P2P Money Transfer|Small and Medium Businesses|Virtualization,90372075.0,GBR,5,24,1273,15187,16460,0
Crowdsourcing|Curated Web|Local|SaaS|Services|Translation,3288300.0,FIN,3,1,911,15187,16098,0
Software,2500000.0,USA,1,1,0,13000,13000,1
Games,500000.0,CAN,1,1,0,14511,14511,1
Biotechnology|Health Diagnostics,13789760.0,USA,4,1,1281,15352,16633,1
Nonprofits,85000.0,USA,1,2,0,16375,16375,0
Clean Technology,565000.0,SWE,2,5,577,13462,14039,0
Crowdsourcing|Developer Tools|SaaS|Translation,6500000.0,USA,2,8,378,16245,16623,0
Enterprise Software|Networking|Search,589850.0,DEU,1,1,0,13149,13149,0
Commercial Real Estate|Displays|Internet of Things|Public Transportation|SaaS|Software|Transportation,675000.0,USA,2,1,177,16329,16506,0
Biotechnology,41800000.0,CAN,2,2,294,15933,16227,1
Software,10000000.0,USA,1,2,0,12115,12115,1
Web Tools,120000.0,USA,1,2,0,16405,16405,0
Public Transportation,19026410.0,USA,2,1,818,14096,14914,0
Software,2900000.0,JPN,2,3,207,16146,16353,0
Software,7300000.0,USA,1,1,0,16307,16307,0
Health Care|Medical Devices,158178559.0,USA,10,28,4255,12444,16699,0
Analytics|Big Data|Business Intelligence|Logistics|Predictive Analytics|Shipping|Transportation,670000.0,BGR,2,1,0,16216,16216,0
Brand Marketing|Sales and Marketing|Software,450000.0,ISL,1,1,0,14942,14942,0
Music|SaaS|Software,125800.0,GBR,1,1,0,15370,15370,0
Web Hosting,4780000.0,SWE,1,1,0,13202,13202,1
Biotechnology,33200000.0,USA,1,12,0,12478,12478,1
Clean Technology,32000000.0,USA,2,4,1996,13656,15652,0
Software,12050000.0,USA,2,4,835,12860,13695,0
Accounting|Comparison Shopping|Credit Cards|E-Commerce|Financial Services|Payments|Startups,1835000.0,USA,4,8,256,14730,14986,1
Electronics|Manufacturing,20000000.0,USA,1,2,0,11743,11743,0
Mobile,19540002.0,USA,4,14,1045,13717,14762,1
Biotechnology,18000000.0,ISR,1,7,0,13353,13353,0
Clean Technology,221200001.0,USA,9,16,1874,14734,16608,0
Software,1500000.0,USA,1,3,0,16566,16566,0
Biotechnology,74500000.0,USA,2,4,2678,12090,14768,0
Semiconductors,2729500.0,USA,2,1,12,15939,15951,0
Biotechnology|Medical|Therapeutics,20000000.0,USA,2,11,902,12916,13818,0
Security|Wireless,61120000.0,USA,3,17,515,12873,13388,1
Content Discovery|Curated Web|Enterprise 2.0|Marketing Automation|Personalization|Social Media Marketing,20116592.0,USA,5,4,1518,14895,16413,0
Games,1877403.17120592,FIN,2,6,400,16371,16771,0
Information Technology|Travel & Tourism,792460.0,ESP,1,2,0,16477,16477,0
Computer Vision,14000000.0,USA,2,6,206,16420,16626,0
Clean Technology|Recycling,17000.0,USA,1,1,0,15584,15584,0
Life Sciences,150000.0,USA,1,1,0,13920,13920,0
Travel & Tourism,10500000.0,DEU,2,3,334,16010,16344,0
Biotechnology,7500000.0,USA,1,2,0,13356,13356,0
Online Travel|Social Travel|Travel,138000.0,NOR,4,1,220,16108,16328,0
Mobile,100000.0,USA,2,1,168,15656,15824,0
Curated Web|Events|Hotels|Mobile Payments|Online Scheduling|Online Travel|Price Comparison|Social Travel|Travel,2215000.0,USA,4,14,846,15706,16552,0
Travel,30500000.0,USA,3,2,2848,12053,14901,1
Analytics,107955.0,ITA,2,3,479,16048,16527,0
Customer Service|Technology|Travel,15000000.0,USA,1,6,0,12773,12773,0
Consumer Goods,25000.0,USA,1,1,0,16191,16191,0
Apps|Travel,40000.0,USA,2,1,233,16293,16526,0
Travel,5000000.0,RUS,1,1,0,16052,16052,1
Mobile|Online Travel|Travel,500000.0,USA,1,1,0,16283,16283,0
Travel,12500000.0,RUS,3,6,616,15645,16261,0
Curated Web|Hotels|Travel,10000.0,USA,1,1,0,15775,15775,1
E-Commerce|Online Travel|Travel & Tourism,2000000.0,NGA,1,1,0,16755,16755,0
Travel,40891652.0,NLD,2,1,238,16155,16393,0
Customer Service|Services|Technology,4500000.0,TUR,1,7,0,16581,16581,0
Travel,1000000.0,ARE,1,2,0,15747,15747,0
Career Planning|Curated Web|Transportation|Travel,15000000.0,IND,1,2,0,13481,13481,1
Marketplaces|Travel & Tourism,870000.0,USA,1,6,0,16694,16694,0
Marketplaces|Online Shopping|Software,1000000.0,IND,3,5,782,15982,16764,0
Internet|Travel,7100000.0,RUS,4,4,2266,13149,15415,0
Collaborative Consumption|Real Estate|Travel|Vacation Rentals,1000000.0,SGP,1,1,0,15621,15621,1
Travel,5600000.0,USA,3,4,762,13634,14396,1
Online Reservations|Ticketing|Travel,200000.0,SGP,1,1,0,15601,15601,0
Mobile,813000.0,CHN,1,1,0,16303,16303,0
E-Commerce|Local Based Services|Personalization|Travel|Travel & Tourism,9900000.0,USA,3,7,1062,15492,16554,0
E-Commerce,11660000.0,HKG,3,1,365,14610,14975,0
Biotechnology,7000000.0,USA,2,4,428,13913,14341,0
Biotechnology,100000.0,USA,1,2,0,16230,16230,0
Web Hosting,8500000.0,USA,1,4,0,12828,12828,1
Leisure|Travel|Travel & Tourism,343554.0,DEU,2,3,89,16570,16659,0
Big Data|Big Data Analytics|Business Analytics|Cloud Data Services|Consulting|Finance Technology|FinTech|Logistics|SaaS|Software|Supply Chain Management,15000000.0,USA,2,2,1871,13879,15750,1
Logistics,1646066.44987362,FRA,1,1,0,16743,16743,0
Loyalty Programs|Social Media|Tracking|Travel|Web Development,5740000.0,USA,2,3,481,15492,15973,0
B2B|Business Services|Finance|Payments,19000000.0,DEU,2,7,819,15517,16336,1
Browser Extensions|Cloud Computing|Software|Utilities,2800000.0,GBR,2,10,896,15645,16541,0
Biotechnology,9007512.0,USA,4,2,2053,13901,15954,0
Social Media,40000.0,CHL,1,1,0,15663,15663,0
Analytics|Big Data|Cloud Computing|Software,35050000.0,USA,5,15,1069,15611,16680,0
Big Data|Business Intelligence|Cloud Computing|Enterprise Software|Payments|SaaS|Software,5539808.0,DEU,1,2,0,16191,16191,0
Biotechnology,1003918.0,PRT,1,1,0,15911,15911,0
Curated Web,5400000.0,USA,1,1,0,15083,15083,0
Gift Registries|Location Based Services|Restaurants|Social Commerce,150000.0,USA,1,1,0,15156,15156,1
Health Care,372090.0,GBR,1,1,0,16514,16514,0
Big Data|Health and Wellness|Health Care|Health Care Information Technology|Natural Language Processing|Neuroscience|Pharmaceuticals|Social Media,14500000.0,ISR,1,5,0,15818,15818,0
Health Care|Health Care Information Technology|Mobile Health|Social Media,25000.0,USA,2,2,459,15638,16097,0
Agriculture|SaaS,2615209.0,DEU,1,1,0,16387,16387,0
Automotive|E-Commerce|Finance|Social Commerce,4500000.0,USA,5,14,1402,15187,16589,0
Hospitality,6000000.0,IND,1,2,0,16609,16609,0
